     1  -0.123557325E+00   0.160000000E+01  -0.113295670E-04   0.189299074E-02  -0.151827236E-01   0.100122782E+01  -0.591276645E-01   0.448111282E-03   0.123557325E+00   0.250380865E+01  -0.122263502E+00   0.000000000E+00   0.000000000E+00
     2  -0.123547114E+00   0.160000000E+01  -0.102488273E-04   0.189268067E-02  -0.151827236E-01   0.100122661E+01  -0.591280481E-01   0.134433384E-02   0.123557325E+00   0.250380703E+01  -0.128443679E+00   0.000000000E+00   0.000000000E+00
     3  -0.123516480E+00   0.160000000E+01  -0.741123282E-05   0.189206053E-02  -0.151827236E-01   0.100122420E+01  -0.591290267E-01   0.224055641E-02   0.123557325E+00   0.250380374E+01  -0.133692093E+00   0.000000000E+00   0.000000000E+00
     4  -0.123465423E+00   0.160000000E+01   0.391672691E-07   0.189113031E-02  -0.151827236E-01   0.100122058E+01  -0.591306003E-01   0.313677897E-02   0.123557325E+00   0.250379702E+01  -0.138008743E+00   0.000000000E+00   0.000000000E+00
     5  -0.123393943E+00   0.160000000E+01   0.196009691E-04   0.188989002E-02  -0.151827236E-01   0.100121575E+01  -0.591327810E-01   0.403300153E-02   0.123557325E+00   0.250378705E+01  -0.141393630E+00   0.000000000E+00   0.000000000E+00
     6  -0.123302041E+00   0.160000000E+01   0.709625181E-04   0.188833966E-02  -0.151827236E-01   0.100120971E+01  -0.591355728E-01   0.492922410E-02   0.123557325E+00   0.250377392E+01  -0.143846753E+00   0.000000000E+00   0.000000000E+00
     7  -0.123189716E+00   0.160000002E+01   0.205817617E-03   0.188647923E-02  -0.151827236E-01   0.100120246E+01  -0.591389757E-01   0.582544666E-02   0.123557325E+00   0.250375767E+01  -0.145368112E+00   0.000000000E+00   0.000000000E+00
     8  -0.123056969E+00   0.160000006E+01   0.509846083E-03   0.188430872E-02  -0.151827236E-01   0.100119400E+01  -0.591429861E-01   0.672166922E-02   0.123557325E+00   0.250373829E+01  -0.146676049E+00   0.000000000E+00   0.000000000E+00
     9  -0.122903799E+00   0.160000018E+01   0.112288016E-02   0.188182815E-02  -0.151827236E-01   0.100118434E+01  -0.591475942E-01   0.761789179E-02   0.123557325E+00   0.250371573E+01  -0.148235850E+00   0.000000000E+00   0.000000000E+00
    10  -0.122730206E+00   0.160000045E+01   0.225819119E-02   0.187903750E-02  -0.151827236E-01   0.100117347E+01  -0.591527793E-01   0.851411435E-02   0.123557325E+00   0.250368985E+01  -0.150504165E+00   0.000000000E+00   0.000000000E+00
    11  -0.122536190E+00   0.160000105E+01   0.422474205E-02   0.187593677E-02  -0.151827236E-01   0.100116139E+01  -0.591585030E-01   0.941033691E-02   0.123557325E+00   0.250366041E+01  -0.154034880E+00   0.000000000E+00   0.000000000E+00
