   0.105434109E+01  -0.280375441E+03   0.124731778E+03   0.108465272E-02
   0.108806320E+01  -0.285733083E+03   0.117443385E+03   0.109416167E-02
   0.112208024E+01  -0.290801616E+03   0.109954024E+03   0.110358551E-02
   0.115638762E+01  -0.295565176E+03   0.102270245E+03   0.111285057E-02
   0.119097829E+01  -0.300007882E+03   0.943998870E+02   0.112187619E-02
   0.122584250E+01  -0.304114036E+03   0.863521629E+02   0.113057544E-02
   0.126096768E+01  -0.307868344E+03   0.781377231E+02   0.113885624E-02
   0.129633830E+01  -0.311256161E+03   0.697686953E+02   0.114662287E-02
   0.133193580E+01  -0.314263762E+03   0.612586867E+02   0.115377805E-02
   0.136773865E+01  -0.316878602E+03   0.526227478E+02   0.116022533E-02
   0.140372243E+01  -0.319089591E+03   0.438772891E+02   0.116587193E-02
   0.143986002E+01  -0.320887333E+03   0.350399534E+02   0.117063172E-02
   0.147612189E+01  -0.322264339E+03   0.261294415E+02   0.117442841E-02
   0.151247652E+01  -0.323215199E+03   0.171652977E+02   0.117719849E-02
   0.154889084E+01  -0.323736694E+03   0.816766166E+01   0.117889392E-02
   0.158533078E+01  -0.323827842E+03  -0.843002052E+00   0.117948426E-02
   0.162176184E+01  -0.323489890E+03  -0.984618483E+01   0.117895802E-02
   0.165814971E+01  -0.322726241E+03  -0.188216128E+02   0.117732323E-02
   0.169446088E+01  -0.321542322E+03  -0.277495106E+02   0.117460710E-02
   0.173066314E+01  -0.319945414E+03  -0.366108401E+02   0.117085474E-02
   0.176672615E+01  -0.317944451E+03  -0.453875049E+02   0.116612722E-02
   0.180262179E+01  -0.315549792E+03  -0.540625162E+02   0.116049900E-02
   0.183832457E+01  -0.312772990E+03  -0.626201173E+02   0.115405497E-02
   0.187381179E+01  -0.309626560E+03  -0.710458665E+02   0.114688730E-02
   0.190906373E+01  -0.306123760E+03  -0.793266817E+02   0.113909241E-02
   0.194406368E+01  -0.302278379E+03  -0.874508498E+02   0.113076808E-02
   0.197879791E+01  -0.298104555E+03  -0.954080062E+02   0.112201091E-02
   0.201325558E+01  -0.293616602E+03  -0.103189091E+03   0.111291422E-02
   0.204742861E+01  -0.288828871E+03  -0.110786284E+03   0.110356640E-02
   0.208131145E+01  -0.283755620E+03  -0.118192929E+03   0.109404971E-02
   0.211490091E+01  -0.278410915E+03  -0.125403446E+03   0.108443947E-02
   0.214819591E+01  -0.272808546E+03  -0.132413239E+03   0.107480367E-02
   0.218119727E+01  -0.266961952E+03  -0.139218603E+03   0.106520283E-02
   0.221390747E+01  -0.260884181E+03  -0.145816633E+03   0.105569015E-02
   0.224633043E+01  -0.254587841E+03  -0.152205127E+03   0.104631181E-02
   0.227847132E+01  -0.248085081E+03  -0.158382509E+03   0.103710741E-02
   0.231033636E+01  -0.241387570E+03  -0.164347740E+03   0.102811049E-02
   0.234193267E+01  -0.234506492E+03  -0.170100249E+03   0.101934910E-02
   0.237326806E+01  -0.227452546E+03  -0.175639862E+03   0.101084634E-02
   0.240435097E+01  -0.220235949E+03  -0.180966737E+03   0.100262098E-02
   0.243519030E+01  -0.212866448E+03  -0.186081314E+03   0.994687966E-03
   0.246579533E+01  -0.205353331E+03  -0.190984260E+03   0.987058948E-03
   0.249617561E+01  -0.197705448E+03  -0.195676423E+03   0.979742735E-03
   0.252634090E+01  -0.189931226E+03  -0.200158798E+03   0.972745730E-03
   0.255630111E+01  -0.182038688E+03  -0.204432488E+03   0.966072309E-03
   0.258606624E+01  -0.174035479E+03  -0.208498675E+03   0.959725164E-03
   0.261564633E+01  -0.165928882E+03  -0.212358593E+03   0.953705600E-03
   0.264505143E+01  -0.157725843E+03  -0.216013504E+03   0.948013800E-03
   0.267429158E+01  -0.149432992E+03  -0.219464680E+03   0.942649049E-03
   0.270337679E+01  -0.141056662E+03  -0.222713387E+03   0.937609936E-03
   0.273231698E+01  -0.132602914E+03  -0.225760865E+03   0.932894523E-03
   0.276112204E+01  -0.124077553E+03  -0.228608320E+03   0.928500487E-03
   0.278980176E+01  -0.115486153E+03  -0.231256912E+03   0.924425250E-03
   0.281836586E+01  -0.106834071E+03  -0.233707745E+03   0.920666080E-03
   0.284682396E+01  -0.981264677E+02  -0.235961859E+03   0.917220183E-03
   0.287518562E+01  -0.893683259E+02  -0.238020224E+03   0.914084779E-03
   0.290346030E+01  -0.805644673E+02  -0.239883734E+03   0.911257161E-03
   0.293165738E+01  -0.717195691E+02  -0.241553204E+03   0.908734753E-03
   0.295978618E+01  -0.628381802E+02  -0.243029362E+03   0.906515154E-03
   0.298785594E+01  -0.539247366E+02  -0.244312848E+03   0.904596169E-03
   0.301587586E+01  -0.449835769E+02  -0.245404212E+03   0.902975845E-03
   0.304385506E+01  -0.360189571E+02  -0.246303910E+03   0.901652492E-03
   0.307180264E+01  -0.270350648E+02  -0.247012303E+03   0.900624703E-03
   0.309972766E+01  -0.180360337E+02  -0.247529651E+03   0.899891369E-03
   0.312763916E+01  -0.676742541E+01  -0.185897142E+03   0.899451691E-03
   0.138488540E-01  -0.805418659E-02   0.184604416E+03   0.180658706E-02
   0.415510294E-01  -0.451167401E+01   0.123037782E+03   0.180687379E-02
   0.692666123E-01  -0.901468835E+01   0.122912810E+03   0.180773432E-02
   0.970045574E-01  -0.135150387E+02   0.122691272E+03   0.180916957E-02
   0.124773844E+00  -0.180106518E+02   0.122373007E+03   0.181118110E-02
   0.152583486E+00  -0.224994322E+02   0.121957805E+03   0.181377106E-02
   0.180442541E+00  -0.269792552E+02   0.121445409E+03   0.181694219E-02
   0.208360118E+00  -0.314479592E+02   0.120835518E+03   0.182069776E-02
   0.236345387E+00  -0.359033378E+02   0.120127780E+03   0.182504159E-02
   0.264407586E+00  -0.403431321E+02   0.119321801E+03   0.182997794E-02
   0.292556029E+00  -0.447650216E+02   0.118417141E+03   0.183551148E-02
   0.320800108E+00  -0.491666163E+02   0.117413316E+03   0.184164724E-02
   0.349149302E+00  -0.535454465E+02   0.116309803E+03   0.184839049E-02
   0.377613177E+00  -0.578989539E+02   0.115106036E+03   0.185574667E-02
   0.406201387E+00  -0.622244809E+02   0.113801413E+03   0.186372124E-02
   0.434923676E+00  -0.665192600E+02   0.112395298E+03   0.187231957E-02
   0.463789870E+00  -0.707804028E+02   0.110887024E+03   0.188154675E-02
   0.492809872E+00  -0.750048875E+02   0.109275899E+03   0.189140738E-02
   0.521993652E+00  -0.791895468E+02   0.107561209E+03   0.190190536E-02
   0.551351235E+00  -0.833310546E+02   0.105742227E+03   0.191304358E-02
   0.580892674E+00  -0.874259123E+02   0.103818217E+03   0.192482364E-02
   0.610628034E+00  -0.914704347E+02   0.101788447E+03   0.193724543E-02
   0.640567352E+00  -0.954607350E+02   0.996521997E+02   0.195030671E-02
   0.670720604E+00  -0.993927097E+02   0.974087805E+02   0.196400264E-02
   0.701097652E+00  -0.103262024E+03   0.950575369E+02   0.197832515E-02
   0.731708189E+00  -0.107064096E+03   0.925978742E+02   0.199326234E-02
   0.762561667E+00  -0.110794081E+03   0.900292753E+02   0.200879773E-02
   0.793667215E+00  -0.114446862E+03   0.873513240E+02   0.202490943E-02
   0.825033546E+00  -0.118017032E+03   0.845637321E+02   0.204156926E-02
   0.856668843E+00  -0.121498886E+03   0.816663686E+02   0.205874172E-02
   0.888580630E+00  -0.124886416E+03   0.786592951E+02   0.207638301E-02
   0.920775632E+00  -0.128173305E+03   0.755428033E+02   0.209443983E-02
   0.953259607E+00  -0.131352929E+03   0.723174583E+02   0.211284834E-02
   0.986037170E+00  -0.134418370E+03   0.689841444E+02   0.213153294E-02
   0.101911159E+01  -0.137362429E+03   0.655441165E+02   0.215040529E-02
   0.105248460E+01  -0.140177656E+03   0.619990524E+02   0.216936335E-02
   0.108615613E+01  -0.142856387E+03   0.583511090E+02   0.218829071E-02
   0.112012412E+01  -0.145390797E+03   0.546029778E+02   0.220705622E-02
   0.115438428E+01  -0.147772968E+03   0.507579390E+02   0.222551405E-02
   0.118892986E+01  -0.149994967E+03   0.468199126E+02   0.224350434E-02
   0.122375146E+01  -0.152048947E+03   0.427935011E+02   0.226085458E-02
   0.125883684E+01  -0.153927254E+03   0.386840234E+02   0.227738170E-02
   0.129417083E+01  -0.155622556E+03   0.344975337E+02   0.229289513E-02
   0.132973523E+01  -0.157127966E+03   0.302408245E+02   0.230720072E-02
   0.136550887E+01  -0.158437186E+03   0.259214082E+02   0.232010555E-02
   0.140146762E+01  -0.159544635E+03   0.215474777E+02   0.233142347E-02
   0.143758469E+01  -0.160445574E+03   0.171278427E+02   0.234098110E-02
   0.147383078E+01  -0.161136214E+03   0.126718440E+02   0.234862412E-02
   0.151017460E+01  -0.161613804E+03   0.818924650E+01   0.235422326E-02
   0.154658319E+01  -0.161876686E+03   0.369011648E+01   0.235767974E-02
   0.158302259E+01  -0.161924324E+03  -0.815313939E+00   0.235892961E-02
   0.161945829E+01  -0.161757301E+03  -0.531678711E+01   0.235794667E-02
   0.165585595E+01  -0.161377280E+03  -0.980415954E+01   0.235474373E-02
   0.169218189E+01  -0.160786944E+03  -0.142675345E+02   0.234937208E-02
   0.172840375E+01  -0.159989910E+03  -0.186973817E+02   0.234191916E-02
   0.176449092E+01  -0.158990627E+03  -0.230846412E+02   0.233250476E-02
   0.180041502E+01  -0.157794264E+03  -0.274208063E+02   0.232127595E-02
   0.183615022E+01  -0.156406591E+03  -0.316979874E+02   0.230840124E-02
   0.187167348E+01  -0.154833867E+03  -0.359089537E+02   0.229406432E-02
   0.190696473E+01  -0.153082725E+03  -0.400471564E+02   0.227845788E-02
   0.194200690E+01  -0.151160069E+03  -0.441067336E+02   0.226177783E-02
   0.197678590E+01  -0.149072980E+03  -0.480825009E+02   0.224421815E-02
   0.201129057E+01  -0.146828629E+03  -0.519699288E+02   0.222596657E-02
   0.204551249E+01  -0.144434209E+03  -0.557651115E+02   0.220720119E-02
   0.207944582E+01  -0.141896866E+03  -0.594647279E+02   0.218808798E-02
   0.211308708E+01  -0.139223654E+03  -0.630659982E+02   0.216877912E-02
   0.214643495E+01  -0.136421486E+03  -0.665666380E+02   0.214941213E-02
   0.217949002E+01  -0.133497104E+03  -0.699648108E+02   0.213010953E-02
   0.221225458E+01  -0.130457050E+03  -0.732590816E+02   0.211097916E-02
   0.224473237E+01  -0.127307649E+03  -0.764483711E+02   0.209211467E-02
   0.227692840E+01  -0.124054996E+03  -0.795319127E+02   0.207359644E-02
   0.230884877E+01  -0.120704943E+03  -0.825092117E+02   0.205549263E-02
   0.234050048E+01  -0.117263102E+03  -0.853800075E+02   0.203786025E-02
   0.237189125E+01  -0.113734838E+03  -0.881442390E+02   0.202074632E-02
   0.240302945E+01  -0.110125275E+03  -0.908020131E+02   0.200418906E-02
   0.243392391E+01  -0.106439302E+03  -0.933535766E+02   0.198821895E-02
   0.246458385E+01  -0.102681576E+03  -0.957992903E+02   0.197285975E-02
   0.249501879E+01  -0.988565338E+02  -0.981396071E+02   0.195812949E-02
   0.252523846E+01  -0.949683987E+02  -0.100375051E+03   0.194404126E-02
   0.255525274E+01  -0.910211920E+02  -0.102506202E+03   0.193060409E-02
   0.258507163E+01  -0.870187427E+02  -0.104533676E+03   0.191782353E-02
   0.261470514E+01  -0.829646986E+02  -0.106458117E+03   0.190570234E-02
   0.264416334E+01  -0.788625371E+02  -0.108280182E+03   0.189424097E-02
   0.267345626E+01  -0.747155758E+02  -0.110000532E+03   0.188343807E-02
   0.270259390E+01  -0.705269836E+02  -0.111619821E+03   0.187329085E-02
   0.273158622E+01  -0.662997909E+02  -0.113138693E+03   0.186379543E-02
   0.276044310E+01  -0.620369000E+02  -0.114557773E+03   0.185494718E-02
   0.278917435E+01  -0.577410950E+02  -0.115877661E+03   0.184674091E-02
   0.281778971E+01  -0.534150515E+02  -0.117098926E+03   0.183917114E-02
   0.284629881E+01  -0.490613459E+02  -0.118222109E+03   0.183223224E-02
   0.287471122E+01  -0.446824644E+02  -0.119247709E+03   0.182591860E-02
   0.290303644E+01  -0.402808118E+02  -0.120176190E+03   0.182022479E-02
   0.293128386E+01  -0.358587197E+02  -0.121007971E+03   0.181514559E-02
   0.295946282E+01  -0.314184550E+02  -0.121743430E+03   0.181067617E-02
   0.298758260E+01  -0.269622275E+02  -0.122382898E+03   0.180681209E-02
   0.301565239E+01  -0.224921977E+02  -0.122926659E+03   0.180354942E-02
   0.304368137E+01  -0.180104842E+02  -0.123374949E+03   0.180088474E-02
   0.307167864E+01  -0.135191711E+02  -0.123727955E+03   0.179881521E-02
   0.309965328E+01  -0.902031524E+01  -0.123985813E+03   0.179733860E-02
   0.312761437E+01  -0.338502999E+01  -0.931140085E+02   0.179645328E-02
   0.138237496E-01  -0.815296805E-02   0.122846724E+03   0.271401638E-02
   0.414757041E-01  -0.301109184E+01   0.818763775E+02   0.271444330E-02
   0.691410294E-01  -0.601361690E+01   0.817925795E+02   0.271572451E-02
   0.968286559E-01  -0.901434912E+01   0.816441480E+02   0.271786141E-02
   0.124547539E+00  -0.120118996E+02   0.814309773E+02   0.272085631E-02
   0.152306669E+00  -0.150048651E+02   0.811529315E+02   0.272471241E-02
   0.180115078E+00  -0.179918228E+02   0.808098440E+02   0.272943378E-02
   0.207981854E+00  -0.209713255E+02   0.804015179E+02   0.273502530E-02
   0.235916143E+00  -0.239418968E+02   0.799277264E+02   0.274149261E-02
   0.263927162E+00  -0.269020252E+02   0.793882134E+02   0.274884207E-02
   0.292024203E+00  -0.298501589E+02   0.787826938E+02   0.275708063E-02
   0.320216637E+00  -0.327846999E+02   0.781108548E+02   0.276621576E-02
   0.348513926E+00  -0.357039980E+02   0.773723566E+02   0.277625533E-02
   0.376925616E+00  -0.386063440E+02   0.765668339E+02   0.278720743E-02
   0.405461347E+00  -0.414899636E+02   0.756938975E+02   0.279908022E-02
   0.434130846E+00  -0.443530098E+02   0.747531365E+02   0.281188171E-02
   0.462943929E+00  -0.471935558E+02   0.737441204E+02   0.282561950E-02
   0.491910489E+00  -0.500095866E+02   0.726664022E+02   0.284030051E-02
   0.521040492E+00  -0.527989914E+02   0.715195223E+02   0.285593058E-02
   0.550343958E+00  -0.555595543E+02   0.703030120E+02   0.287251414E-02
   0.579830945E+00  -0.582889459E+02   0.690163994E+02   0.289005365E-02
   0.609511523E+00  -0.609847130E+02   0.676592147E+02   0.290854910E-02
   0.639395745E+00  -0.636442698E+02   0.662309978E+02   0.292799734E-02
   0.669493607E+00  -0.662648872E+02   0.647313061E+02   0.294839136E-02
   0.699814999E+00  -0.688436830E+02   0.631597249E+02   0.296971942E-02
   0.730369651E+00  -0.713776121E+02   0.615158782E+02   0.299196413E-02
   0.761167066E+00  -0.738634562E+02   0.597994422E+02   0.301510130E-02
   0.792216434E+00  -0.762978152E+02   0.580101606E+02   0.303909880E-02
   0.823526542E+00  -0.786770987E+02   0.561478619E+02   0.306391517E-02
   0.855105662E+00  -0.809975189E+02   0.542124796E+02   0.308949817E-02
   0.886961429E+00  -0.832550864E+02   0.522040744E+02   0.311578321E-02
   0.919100691E+00  -0.854456073E+02   0.501228598E+02   0.314269172E-02
   0.951529357E+00  -0.875646849E+02   0.479692303E+02   0.317012941E-02
   0.984252212E+00  -0.896077251E+02   0.457437917E+02   0.319798462E-02
   0.101727272E+01  -0.915699477E+02   0.434473947E+02   0.322612672E-02
   0.105059283E+01  -0.934464042E+02   0.410811699E+02   0.325440471E-02
   0.108421273E+01  -0.952320027E+02   0.386465647E+02   0.328264613E-02
   0.111813062E+01  -0.969215420E+02   0.361453801E+02   0.331065652E-02
   0.115234253E+01  -0.985097555E+02   0.335798066E+02   0.333821939E-02
   0.118684200E+01  -0.999913644E+02   0.309524582E+02   0.336509717E-02
   0.122161999E+01  -0.101361142E+03   0.282664010E+02   0.339103307E-02
   0.125666461E+01  -0.102613985E+03   0.255251758E+02   0.341575421E-02
   0.129196106E+01  -0.103745000E+03   0.227328115E+02   0.343897601E-02
   0.132749151E+01  -0.104749584E+03   0.198938272E+02   0.346040794E-02
   0.136323513E+01  -0.105623521E+03   0.170132211E+02   0.347976065E-02
   0.139916815E+01  -0.106363067E+03   0.140964445E+02   0.349675412E-02
   0.143526406E+01  -0.106965034E+03   0.111493608E+02   0.351112669E-02
   0.147149385E+01  -0.107426865E+03   0.817818850E+01   0.352264438E-02
   0.150782641E+01  -0.107746690E+03   0.518943136E+01   0.353111004E-02
   0.154422898E+01  -0.107923369E+03   0.218979637E+01   0.353637155E-02
   0.158066764E+01  -0.107956510E+03  -0.813895840E+00   0.353832849E-02
   0.161710793E+01  -0.107846468E+03  -0.381480464E+01   0.353693683E-02
   0.165351542E+01  -0.107594322E+03  -0.680616273E+01   0.353221099E-02
   0.168985633E+01  -0.107201837E+03  -0.978136491E+01   0.352422331E-02
   0.172609809E+01  -0.106671403E+03  -0.127340487E+02   0.351310084E-02
   0.176220986E+01  -0.106005972E+03  -0.156581639E+02   0.349901978E-02
   0.179816295E+01  -0.105208981E+03  -0.185480292E+02   0.348219804E-02
   0.183393120E+01  -0.104284273E+03  -0.213983748E+02   0.346288651E-02
   0.186949124E+01  -0.103236021E+03  -0.242043717E+02   0.344135976E-02
   0.190482261E+01  -0.102068652E+03  -0.269616469E+02   0.341790667E-02
   0.193990789E+01  -0.100786778E+03  -0.296662878E+02   0.339282165E-02
   0.197473262E+01  -0.993951292E+02  -0.323148355E+02   0.336639685E-02
   0.200928528E+01  -0.978985011E+02  -0.349042708E+02   0.333891553E-02
   0.204355713E+01  -0.963017027E+02  -0.374319927E+02   0.331064683E-02
   0.207754201E+01  -0.946095151E+02  -0.398957927E+02   0.328184192E-02
   0.211123617E+01  -0.928266562E+02  -0.422938257E+02   0.325273138E-02
   0.214463802E+01  -0.909577518E+02  -0.446245792E+02   0.322352379E-02
   0.217774793E+01  -0.890073128E+02  -0.468868412E+02   0.319440522E-02
   0.221056797E+01  -0.869797170E+02  -0.490796695E+02   0.316553948E-02
   0.224310171E+01  -0.848791964E+02  -0.512023605E+02   0.313706905E-02
   0.227535402E+01  -0.827098282E+02  -0.532544203E+02   0.310911627E-02
   0.230733084E+01  -0.804755283E+02  -0.552355373E+02   0.308178493E-02
   0.233903907E+01  -0.781800497E+02  -0.571455569E+02   0.305516191E-02
   0.237048634E+01  -0.758269810E+02  -0.589844578E+02   0.302931897E-02
   0.240168093E+01  -0.734197490E+02  -0.607523313E+02   0.300431442E-02
   0.243263161E+01  -0.709616214E+02  -0.624493618E+02   0.298019481E-02
   0.246334756E+01  -0.684557113E+02  -0.640758099E+02   0.295699651E-02
   0.249383825E+01  -0.659049831E+02  -0.656319973E+02   0.293474707E-02
   0.252411338E+01  -0.633122581E+02  -0.671182929E+02   0.291346664E-02
   0.255418281E+01  -0.606802218E+02  -0.685351016E+02   0.289316904E-02
   0.258405652E+01  -0.580114302E+02  -0.698828536E+02   0.287386290E-02
   0.261374453E+01  -0.553083179E+02  -0.711619954E+02   0.285555253E-02
   0.264325688E+01  -0.525732046E+02  -0.723729820E+02   0.283823874E-02
   0.267260363E+01  -0.498083028E+02  -0.735162703E+02   0.282191956E-02
   0.270179477E+01  -0.470157248E+02  -0.745923128E+02   0.280659084E-02
   0.273084027E+01  -0.441974901E+02  -0.756015531E+02   0.279224680E-02
   0.275975002E+01  -0.413555316E+02  -0.765444215E+02   0.277888043E-02
   0.278853385E+01  -0.384917032E+02  -0.774213310E+02   0.276648393E-02
   0.281720151E+01  -0.356077856E+02  -0.782326744E+02   0.275504901E-02
   0.284576265E+01  -0.327054927E+02  -0.789788217E+02   0.274456717E-02
   0.287422687E+01  -0.297864781E+02  -0.796601176E+02   0.273502993E-02
   0.290260367E+01  -0.268523403E+02  -0.802768798E+02   0.272642905E-02
   0.293090248E+01  -0.239046288E+02  -0.808293972E+02   0.271875665E-02
   0.295913266E+01  -0.209448496E+02  -0.813179287E+02   0.271200541E-02
   0.298730349E+01  -0.179744702E+02  -0.817427018E+02   0.270616861E-02
   0.301542421E+01  -0.149949250E+02  -0.821039119E+02   0.270124028E-02
   0.304350400E+01  -0.120076202E+02  -0.824017211E+02   0.269721525E-02
   0.307155201E+01  -0.901393882E+01  -0.826362581E+02   0.269408922E-02
   0.309957733E+01  -0.601524564E+01  -0.828076168E+02   0.269185879E-02
   0.312758906E+01  -0.225767585E+01  -0.621886127E+02   0.269052152E-02
   0.137985270E-01  -0.817898695E-02   0.919671005E+02   0.362411019E-02
   0.414000243E-01  -0.226076456E+01   0.612951584E+02   0.362467511E-02
   0.690148565E-01  -0.451303229E+01   0.612319498E+02   0.362637049E-02
   0.966519303E-01  -0.676394295E+01   0.611200743E+02   0.362919818E-02
   0.124320178E+00  -0.901245005E+01   0.609594548E+02   0.363316123E-02
   0.152028565E+00  -0.112574963E+02   0.607499917E+02   0.363826387E-02
   0.179786102E+00  -0.134980100E+02   0.604915632E+02   0.364451147E-02
   0.207601853E+00  -0.157329015E+02   0.601840258E+02   0.365191050E-02
   0.235484943E+00  -0.179610590E+02   0.598272140E+02   0.366046842E-02
   0.263444566E+00  -0.201813450E+02   0.594209411E+02   0.367019363E-02
   0.291489994E+00  -0.223925919E+02   0.589649993E+02   0.368109534E-02
   0.319630579E+00  -0.245935980E+02   0.584591609E+02   0.369318344E-02
   0.347875762E+00  -0.267831224E+02   0.579031787E+02   0.370646836E-02
   0.376235073E+00  -0.289598809E+02   0.572967869E+02   0.372096081E-02
   0.404718136E+00  -0.311225405E+02   0.566397027E+02   0.373667163E-02
   0.433334665E+00  -0.332697145E+02   0.559316277E+02   0.375361146E-02
   0.462094462E+00  -0.353999568E+02   0.551722493E+02   0.377179041E-02
   0.491007413E+00  -0.375117558E+02   0.543612437E+02   0.379121771E-02
   0.520083477E+00  -0.396035286E+02   0.534982779E+02   0.381190122E-02
   0.549332672E+00  -0.416736147E+02   0.525830131E+02   0.383384689E-02
   0.578765059E+00  -0.437202688E+02   0.516151083E+02   0.385705816E-02
   0.608390715E+00  -0.457416538E+02   0.505942252E+02   0.388153521E-02
   0.638219706E+00  -0.477358342E+02   0.495200328E+02   0.390727413E-02
   0.668262047E+00  -0.497007680E+02   0.483922142E+02   0.393426595E-02
   0.698527659E+00  -0.516342993E+02   0.472104736E+02   0.396249550E-02
   0.729026309E+00  -0.535341511E+02   0.459745444E+02   0.399194018E-02
   0.759767546E+00  -0.553979181E+02   0.446841996E+02   0.402256854E-02
   0.790760621E+00  -0.572230591E+02   0.433392629E+02   0.405433863E-02
   0.822014394E+00  -0.590068918E+02   0.419396213E+02   0.408719629E-02
   0.853537228E+00  -0.607465868E+02   0.404852404E+02   0.412107320E-02
   0.885336862E+00  -0.624391643E+02   0.389761807E+02   0.415588478E-02
   0.917420272E+00  -0.640814923E+02   0.374126169E+02   0.419152806E-02
   0.949793512E+00  -0.656702871E+02   0.357948578E+02   0.422787936E-02
   0.982461535E+00  -0.672021177E+02   0.341233703E+02   0.426479209E-02
   0.101542800E+01  -0.686734132E+02   0.323988029E+02   0.430209459E-02
   0.104869508E+01  -0.700804764E+02   0.306220127E+02   0.433958829E-02
   0.108226319E+01  -0.714195017E+02   0.287940922E+02   0.437704617E-02
   0.111613084E+01  -0.726866002E+02   0.269163970E+02   0.441421195E-02
   0.115029430E+01  -0.738778319E+02   0.249905728E+02   0.445080004E-02
   0.118474749E+01  -0.749892450E+02   0.230185801E+02   0.448649661E-02
   0.121948167E+01  -0.760169234E+02   0.210027166E+02   0.452096199E-02
   0.125448532E+01  -0.769570409E+02   0.189456337E+02   0.455383463E-02
   0.128974401E+01  -0.778059221E+02   0.168503472E+02   0.458473680E-02
   0.132524028E+01  -0.785601075E+02   0.147202391E+02   0.461328214E-02
   0.136095364E+01  -0.792164210E+02   0.125590499E+02   0.463908485E-02
   0.139686068E+01  -0.797720373E+02   0.103708597E+02   0.466177059E-02
   0.143293518E+01  -0.802245445E+02   0.816005797E+01   0.468098831E-02
   0.146914843E+01  -0.805719998E+02   0.593130194E+01   0.469642277E-02
   0.150546951E+01  -0.808129748E+02   0.368946418E+01   0.470780670E-02
   0.154186583E+01  -0.809465864E+02   0.143957185E+01   0.471493192E-02
   0.157830355E+01  -0.809725136E+02  -0.813260298E+00   0.471765856E-02
   0.161474824E+01  -0.808909968E+02  -0.306390014E+01   0.471592145E-02
   0.165116541E+01  -0.807028226E+02  -0.530726829E+01   0.470973332E-02
   0.168752116E+01  -0.804092941E+02  -0.753840504E+01   0.469918441E-02
   0.172378273E+01  -0.800121891E+02  -0.975253127E+01   0.468443847E-02
   0.175991902E+01  -0.795137095E+02  -0.119451012E+02   0.466572566E-02
   0.179590107E+01  -0.789164256E+02  -0.141118455E+02   0.464333282E-02
   0.183170238E+01  -0.782232173E+02  -0.162488038E+02   0.461759189E-02
   0.186729923E+01  -0.774372147E+02  -0.183523472E+02   0.458886758E-02
   0.190267078E+01  -0.765617419E+02  -0.204191900E+02   0.455754478E-02
   0.193779924E+01  -0.756002639E+02  -0.224463935E+02   0.452401678E-02
   0.197266980E+01  -0.745563377E+02  -0.244313615E+02   0.448867466E-02
   0.200727057E+01  -0.734335701E+02  -0.263718292E+02   0.445189834E-02
   0.204159248E+01  -0.722355795E+02  -0.282658478E+02   0.441404935E-02
