     1  -0.474379078E-01   0.160000000E+01  -0.295091215E-04   0.107883542E-04  -0.225369464E-03   0.100704423E+01  -0.377357462E+00   0.172045338E-03   0.474379078E-01   0.116475431E+01  -0.371047576E+00   0.000000000E+00   0.000000000E+00
     2  -0.474339874E-01   0.160000000E+01  -0.266942145E-04   0.107865871E-04  -0.225369464E-03   0.100704127E+01  -0.377359094E+00   0.516136013E-03   0.474379078E-01   0.116475415E+01  -0.387107753E+00   0.000000000E+00   0.000000000E+00
     3  -0.474222259E-01   0.160000000E+01  -0.193033829E-04   0.107830529E-04  -0.225369464E-03   0.100703536E+01  -0.377364500E+00   0.860226688E-03   0.474379078E-01   0.116475019E+01  -0.400651350E+00   0.000000000E+00   0.000000000E+00
     4  -0.474026234E-01   0.160000000E+01   0.102015523E-06   0.107777515E-04  -0.225369464E-03   0.100702648E+01  -0.377373680E+00   0.120431736E-02   0.474379078E-01   0.116474243E+01  -0.411678367E+00   0.000000000E+00   0.000000000E+00
     5  -0.473751800E-01   0.160000000E+01   0.510529114E-04   0.107706830E-04  -0.225369464E-03   0.100701464E+01  -0.377386572E+00   0.154840804E-02   0.474379078E-01   0.116473103E+01  -0.420188803E+00   0.000000000E+00   0.000000000E+00
     6  -0.473398956E-01   0.160000000E+01   0.184829798E-03   0.107618475E-04  -0.225369464E-03   0.100699985E+01  -0.377403169E+00   0.189249871E-02   0.474379078E-01   0.116471608E+01  -0.426182659E+00   0.000000000E+00   0.000000000E+00
     7  -0.472967703E-01   0.160000002E+01   0.536074953E-03   0.107512448E-04  -0.225369464E-03   0.100698209E+01  -0.377423460E+00   0.223658939E-02   0.474379078E-01   0.116469761E+01  -0.429659935E+00   0.000000000E+00   0.000000000E+00
     8  -0.472458039E-01   0.160000006E+01   0.132795102E-02   0.107388749E-04  -0.225369464E-03   0.100696137E+01  -0.377447418E+00   0.258068006E-02   0.474379078E-01   0.116467565E+01  -0.432232789E+00   0.000000000E+00   0.000000000E+00
     9  -0.471869966E-01   0.160000018E+01   0.292466670E-02   0.107247380E-04  -0.225369464E-03   0.100693770E+01  -0.377474994E+00   0.292477074E-02   0.474379078E-01   0.116465016E+01  -0.434769562E+00   0.000000000E+00   0.000000000E+00
    10  -0.471203483E-01   0.160000045E+01   0.588171096E-02   0.107088340E-04  -0.225369464E-03   0.100691106E+01  -0.377506085E+00   0.326886141E-02   0.474379078E-01   0.116462110E+01  -0.437968303E+00   0.000000000E+00   0.000000000E+00
    11  -0.470458590E-01   0.160000105E+01   0.110038121E-01   0.106911628E-04  -0.225369464E-03   0.100688145E+01  -0.377540502E+00   0.361295209E-02   0.474379078E-01   0.116458835E+01  -0.442575521E+00   0.000000000E+00   0.000000000E+00
    12  -0.469635288E-01   0.160000226E+01   0.194106157E-01   0.106717245E-04  -0.225369464E-03   0.100684889E+01  -0.377577923E+00   0.395704276E-02   0.474379078E-01   0.116455170E+01  -0.449504540E+00   0.000000000E+00   0.000000000E+00
    13  -0.468733575E-01   0.160000452E+01   0.326100665E-01   0.106505191E-04  -0.225369464E-03   0.100681336E+01  -0.377617818E+00   0.430113344E-02   0.474379078E-01   0.116451081E+01  -0.459919240E+00   0.000000000E+00   0.000000000E+00
    14  -0.467753453E-01   0.160000858E+01   0.525794657E-01   0.106275466E-04  -0.225369464E-03   0.100677486E+01  -0.377659356E+00   0.464522411E-02   0.474379078E-01   0.116446515E+01  -0.475306907E+00   0.000000000E+00   0.000000000E+00
    15  -0.466694921E-01   0.160001553E+01   0.818541433E-01   0.106028070E-04  -0.225369464E-03   0.100673340E+01  -0.377701280E+00   0.498931479E-02   0.474379078E-01   0.116441391E+01  -0.497551607E+00   0.000000000E+00   0.000000000E+00
    16  -0.465557980E-01   0.160002696E+01   0.123623639E+00   0.105763002E-04  -0.225369464E-03   0.100668897E+01  -0.377741754E+00   0.533340546E-02   0.474379078E-01   0.116435591E+01  -0.529006277E+00   0.000000000E+00   0.000000000E+00
    17  -0.464342628E-01   0.160004518E+01   0.181835197E+00   0.105480263E-04  -0.225369464E-03   0.100664158E+01  -0.377778157E+00   0.567749614E-02   0.474379078E-01   0.116428947E+01  -0.572569859E+00   0.000000000E+00   0.000000000E+00
    18  -0.463048867E-01   0.160007339E+01   0.261304260E+00   0.105179854E-04  -0.225369464E-03   0.100659122E+01  -0.377806839E+00   0.602158681E-02   0.474379078E-01   0.116421225E+01  -0.631768416E+00   0.000000000E+00   0.000000000E+00
    19  -0.461676696E-01   0.160011593E+01   0.367831418E+00   0.104861773E-04  -0.225369464E-03   0.100653789E+01  -0.377822826E+00   0.636567749E-02   0.474379078E-01   0.116412105E+01  -0.710837802E+00   0.000000000E+00   0.000000000E+00
    20  -0.460226116E-01   0.160017865E+01   0.508325005E+00   0.104526020E-04  -0.225369464E-03   0.100648160E+01  -0.377819458E+00   0.670976816E-02   0.474379078E-01   0.116401160E+01  -0.814810395E+00   0.000000000E+00   0.000000000E+00
    21  -0.458697125E-01   0.160026926E+01   0.690928040E+00   0.104172597E-04  -0.225369464E-03   0.100642236E+01  -0.377787967E+00   0.705385884E-02   0.474379078E-01   0.116387827E+01  -0.949602517E+00   0.000000000E+00   0.000000000E+00
    22  -0.457089725E-01   0.160039778E+01   0.925147631E+00   0.103801503E-04  -0.225369464E-03   0.100636016E+01  -0.377716988E+00   0.739794952E-02   0.474379078E-01   0.116371377E+01  -0.112210020E+01   0.000000000E+00   0.000000000E+00
    23  -0.455403915E-01   0.160057702E+01   0.122198403E+01   0.103412737E-04  -0.225369464E-03   0.100629503E+01  -0.377591989E+00   0.774204019E-02   0.474379078E-01   0.116350874E+01  -0.134024047E+01   0.000000000E+00   0.000000000E+00
    24  -0.453639696E-01   0.160082326E+01   0.159405543E+01   0.103006300E-04  -0.225369464E-03   0.100622697E+01  -0.377394644E+00   0.808613087E-02   0.474379078E-01   0.116325138E+01  -0.161308283E+01   0.000000000E+00   0.000000000E+00
    25  -0.451797066E-01   0.160115682E+01   0.205571285E+01   0.102582192E-04  -0.225369464E-03   0.100615600E+01  -0.377102122E+00   0.843022154E-02   0.474379078E-01   0.116292692E+01  -0.195086536E+01   0.000000000E+00   0.000000000E+00
